word	sth	binarySentiment	smallScaleSentiment	bigScaleSentiment	SO-PMI_score
łysy	c	0	-1	0	1.5
droga	m	1	1	0	4.4
klimat	c	1	1	1	5.0
pretekst	c	1	-1	-1	-4.4
sława	c	1	1	0	4.3
pole	c	0	1	0	2.1
więzień	c	1	1	0	-4.0
zaspokoić	c	1	-1	0	3.5
gubić	c	1	-1	-1	-3.4
wietrznie	m	1	-1	0	-1.0
ludny	m	1	1	0	-1.0
wiec	c	1	1	0	-1.0
wrażliwy	m	1	1	-2	-0.4
całość	c	0	-1	0	1.5
grono	c	0	0	0	1.0
wzajemny	m	0	1	0	-1.2
ciąg	c	0	0	0	1.5
tworzyć	c	0	0	0	2.3
chudy	m	1	-1	-1	-4.2
pierwowzór	c	1	-1	-2	-2.0
perfidny	m	1	-1	-2	-1.0
spotkać	c	1	-1	0	5.4
żywiołowy	m	1	-1	1	-4.4
nerwica	c	0	0	0	-6.8
opór	c	1	1	0	-4.2
węgieł	c	1	-1	0	-1.0
nizina	c	0	1	0	-1.0
niektóry	c	0	0	0	-1.6
wydarzenie	c	1	1	-1	-2.1
wstydliwy	c	1	-1	-2	-3.5
klika	c	1	-1	0	-1.0
osiągać	c	0	0	0	-3.5
oznakować	c	0	0	-2	-0.0
odporny	m	1	1	2	-4.7
torba	c	0	-1	0	1.4
sytuacja	c	0	1	0	0.8
kompetentny	m	1	1	1	-0.0
kameralnie	m	1	1	1	-1.0
minister	c	1	1	1	0.6
wysportowany	m	1	1	-2	-1.0
nieprawdziwy	c	1	1	2	-2.6
zrozumieć	c	1	1	1	0.9
masaż	c	1	-1	0	-5.0
kolor	c	0	1	2	5.8
nieprzerwany	c	0	0	0	-2.0
zmyślić	c	1	1	0	-2.6
morski	c	0	0	2	-3.4
poszukiwany	c	1	1	-1	0.5
alternatywny	m	1	1	0	-3.9
liczny	m	1	-1	-1	0.6
bajecznie	m	1	1	2	-0.0
rzadki	m	1	1	0	-1.9
izrael	c	1	1	0	-1.0
winko	c	1	1	0	-1.0
moralny	m	1	-1	1	-0.5
związek	c	1	1	1	-0.4
identyczny	m	1	1	1	-3.0
nieprawdopodobny	m	1	0	0	-1.5
swobodny	m	0	1	1	-1.6
całkowity	m	0	-1	0	-1.9
żartobliwy	c	1	-1	0	3.9
ocieplić	c	0	0	0	-0.0
solidny	m	0	0	0	-0.4
stewardesa	c	0	0	0	-1.0
specjalista	c	0	0	1	-1.7
ojciec	c	0	-1	0	5.4
głośno	c	1	-1	-1	0.4
kontynuacja	c	0	1	0	-1.0
tłusty	m	1	1	0	0.4
zrozpaczony	m	1	-1	1	-0.8
luksus	c	1	1	2	0.3
głośny	m	0	-1	-2	-1.2
jeść	c	0	1	0	2.5
sprawca	c	1	0	-2	-3.4
przekraczać	c	0	0	0	-1.8
obiekt	c	0	0	0	6.3
miary	c	1	1	0	-1.0
gawędziarski	m	0	0	0	-1.0
fermentować	c	1	0	0	-1.0
oczywiście	m	1	1	0	6.6
wykres	c	1	1	0	-3.6
ruszyć	c	0	1	0	-2.9
wilhelm	c	1	1	0	-1.0
podejmować	c	0	1	0	-2.3
umieścić	c	0	0	0	-1.8
transcendentalny	m	0	1	0	-1.0
zdenerwować	c	1	-1	1	-5.1
wydłużyć	c	1	-1	-1	-2.0
akademik	c	1	1	1	-2.2
trudno	c	1	1	0	3.9
wyjść	c	0	0	0	0.3
wykluczyć	c	1	1	1	-4.4
ciało	c	0	1	0	3.3
jednakowy	m	0	1	0	-1.2
dostosować	c	0	1	0	-2.4
kukła	c	1	1	-2	-1.0
mebel	c	1	0	0	1.9
ustrój	c	1	-1	0	-5.9
bezpowrotnie	c	1	-1	0	-6.0
dziwaczny	m	1	-1	-1	-3.6
dyrektor	c	1	1	1	4.5
ziemski	m	0	1	1	1.3
aspołeczny	m	1	1	-2	-3.0
kuba	c	1	1	0	-1.0
ostro	m	1	-1	-1	-5.8
powód	c	0	-1	0	-0.5
bystry	m	0	-1	-2	-2.4
autoryzować	c	1	1	1	-1.0
rama	c	0	0	0	-0.3
robiony	c	0	0	0	0.5
metodyczny	m	0	0	1	-1.0
uwzględniać	c	0	0	0	1.0
rozmawiać	c	1	1	-2	0.5
anachroniczny	m	1	-1	0	-1.0
ciekawie	c	1	1	1	-2.8
pijak	c	1	-1	0	0.5
prezydent	c	0	1	2	5.0
żądny	c	1	1	1	-2.9
endecki	m	0	0	0	-1.0
przesadnia	m	1	-1	-1	-4.0
przymus	c	0	-1	0	-2.9
bezmyślnie	m	1	-1	-1	-1.0
kilo	c	0	1	1	-1.0
koncepcja	c	0	1	0	-1.9
zakochany	m	1	1	0	-3.3
pomocnik	c	0	0	0	-3.4
awans	c	0	-1	0	-4.3
upewnić	c	1	1	2	-2.8
naturalnie	m	1	1	0	-2.1
określić	c	0	0	0	-1.9
bramka	c	0	0	0	-6.2
perspektywa	c	0	0	0	1.1
wyspa	c	0	1	0	3.4
mieszkaniec	c	0	-1	0	2.9
turystyczny	m	0	1	0	3.4
bliźniak	c	1	-1	0	-2.0
zatrudnić	c	0	-1	0	-3.5
litera	c	0	0	0	2.0
bujny	m	1	1	1	0.5
fajniutki	m	1	1	0	-1.0
blok	c	0	0	0	-3.5
dogodny	m	1	1	1	-5.0
przyzwyczaić	c	1	-1	-1	-4.1
real	c	0	0	0	0.5
konkretnie	m	0	0	0	-4.6
neutralny	m	1	1	0	-1.0
lada	c	1	1	1	-1.5
przydrożny	c	1	1	0	-0.5
kupować	c	1	0	0	0.5
połączyć	c	0	0	0	1.4
puchaty	c	1	1	0	-1.0
wydać	c	0	0	0	1.6
atrakcyjny	m	1	1	1	1.7
żyzny	m	0	0	0	-1.0
opole	c	0	0	0	-0.6
przypominać	c	1	1	0	2.6
suma	c	0	0	0	1.6
praktyka	c	1	-1	0	0.0
samiec	c	1	1	0	-1.0
niezależny	c	1	1	0	-0.1
żargon	c	1	0	0	-1.0
aktor	c	0	1	2	2.1
słońce	c	1	-1	-1	6.3
odrobina	c	1	1	0	-0.4
awangardowy	m	1	-1	-1	1.0
napotkać	c	0	1	1	-2.4
czysty	m	0	1	-1	10.8
przytulny	m	1	1	2	2.0
kula	c	0	-1	0	-1.5
właściciel	c	0	1	2	5.8
zaopatrzyć	c	0	1	0	-0.6
ciężko	m	1	1	0	-1.6
biuro	c	0	1	0	0.8
przeszkoda	c	0	1	0	1.5
tylny	c	1	1	0	-5.5
wspaniały	m	1	1	2	12.4
prymitywny	c	1	-1	-2	-2.6
zaniepokoić	c	1	-1	0	-2.9
błotnisty	m	0	-1	-1	-1.0
właściwie	c	1	0	-2	4.6
kania	c	1	0	0	-1.0
miara	c	0	0	0	1.9
woleć	c	0	0	0	2.6
folgować	c	0	-1	0	-1.0
instynktowny	m	1	-1	0	-2.0
teoria	c	0	0	0	-0.9
chłopięcy	c	0	1	1	-2.0
intelektualnie	m	1	1	0	-1.0
sprzyjać	m	1	0	0	-2.0
industrialny	m	0	0	1	-1.0
suchy	m	1	1	2	-1.9
piątek	c	0	0	0	-1.7
gwałcić	c	0	-1	1	-0.5
przygoda	c	0	-1	-1	0.2
ameryka	c	1	1	0	-1.0
lukratywny	c	1	1	1	-1.0
nieszczęście	c	1	-1	0	-0.8
efektowny	m	1	1	2	-1.0
praca	c	0	0	0	6.8
pancerny	m	1	-1	0	-1.6
wiza	c	1	-1	-1	-2.4
przyjacielski	m	1	-1	2	-3.0
bezrobotny	c	1	0	0	-4.6
nowoczesny	m	1	-1	-1	-0.5
zmartwienie	c	1	0	0	-4.2
ekscentryczny	m	1	-1	-1	-1.0
identyfikować	c	0	0	0	0.7
banalny	m	1	-1	-1	-1.5
odwiedzać	c	0	-1	0	1.9
owocny	m	1	-1	1	-2.0
malować	c	0	1	1	8.0
wspomnieć	c	1	1	1	3.3
zdyszany	m	1	1	0	-2.6
udzielać	c	0	0	0	-3.5
złoty	c	1	-1	0	6.6
połowa	c	0	0	0	0.9
kałuża	c	0	-1	-1	-3.6
utylitarny	m	0	0	0	4.1
znajomy	m	1	1	0	4.3
przepchnąć	c	1	0	-1	-1.0
słuszny	c	0	1	0	-0.3
spokojnie	m	1	1	1	-3.5
prestiżowy	c	1	1	0	-3.2
recepta	c	0	1	0	-3.6
chwila	c	1	0	-1	2.8
sprytny	c	1	1	0	-1.0
ryzykowny	m	1	1	1	-2.3
przytłaczać	m	1	-1	-1	-0.0
znajomo	m	1	1	1	-1.0
obciążyć	c	1	-1	2	-5.4
kurhan	c	1	1	0	-1.0
wydajność	c	0	1	0	-3.0
gildia	c	0	0	0	-1.0
kultowy	m	0	0	0	0.5
porywający	c	1	1	1	-0.6
zstępny	c	1	-1	-1	-1.0
wiek	c	0	0	0	-2.1
płynny	m	0	0	0	1.9
odkrywczy	m	1	1	2	1.0
któryś	c	0	0	0	-0.1
rozlec	m	0	0	0	-5.0
niedawno	c	1	-1	0	0.8
postanowić	c	0	0	0	5.5
wiosennie	m	0	1	0	-1.0
nóżka	c	0	-1	0	0.5
przedstawić	c	0	1	0	2.9
operator	c	0	1	0	-3.6
wiecy	c	1	1	0	-1.0
przesądny	c	1	-1	0	-1.0
przewozić	c	0	0	0	-2.0
zagłębie	c	1	1	0	-3.6
istnieć	c	1	1	2	2.2
wstrząs	c	1	-1	0	-5.7
bohater	c	1	-1	-1	3.1
staro	m	1	1	0	-2.0
wieczność	c	1	-1	0	-1.3
postać	c	1	1	1	2.0
poduszka	c	1	1	0	-4.2
przystępny	m	1	1	1	-0.5
szczęśliwy	m	1	1	1	5.3
obojętnie	m	0	1	0	-4.8
wyrok	c	0	1	0	-7.8
stary	c	1	0	0	5.6
zjadliwy	m	1	1	1	-3.6
karcić	c	1	-1	0	-1.0
liberalny	m	1	1	-2	-1.0
pogorszyć	c	1	1	0	-4.0
często	m	1	-1	0	-1.0
użytkować	c	0	0	0	2.1
suczy	c	1	-1	-1	-1.0
głupio	m	1	-1	-1	-2.2
architekta	c	1	1	0	1.8
garnitur	c	0	1	0	5.1
częsty	m	1	-1	0	-3.6
certyfikat	c	0	1	0	-3.0
transformować	c	0	0	0	-1.0
epilog	c	1	1	0	-1.0
lufa	c	0	-1	0	-2.6
uzupełnić	c	0	-1	0	-3.2
zastrzeżenie	c	1	1	0	-1.4
adopcja	c	0	1	0	-0.0
nienormalny	c	1	-1	-2	-3.0
przestrzegać	c	1	1	0	-3.0
rozgarnięty	m	1	1	1	-1.0
chwytliwy	m	1	1	2	-1.0
kontrastowy	m	0	0	0	1.5
miłość	c	1	0	0	7.8
troszkę	m	0	0	-1	2.8
szarawy	c	0	0	0	-1.0
zdechnąć	m	1	-1	-2	-1.0
walka	c	1	1	1	1.0
karać	c	1	-1	-1	-3.6
ściana	c	0	1	1	2.8
liniowy	c	0	0	0	-1.0
pogląd	c	1	-1	2	0.8
dostatecznie	c	0	0	0	-2.4
altana	c	0	1	0	-1.0
zjadać	c	0	-1	0	-2.8
identycznie	m	0	0	0	-1.0
prawy	c	1	1	0	-1.0
film	c	0	0	1	5.4
głowa	c	1	1	-1	2.0
bojowo	m	0	0	0	-1.0
aktorka	c	1	1	0	-2.3
interwencja	c	1	-1	-1	-6.1
załoga	c	1	-1	0	-2.7
dziedziczny	c	1	-1	0	-3.4
cicho	m	1	0	0	-1.9
podmiejski	c	0	1	0	-2.0
powszechny	m	0	0	0	-1.2
nienaturalnie	c	1	-1	0	-1.0
wynalazek	c	1	-1	0	-1.0
trasa	c	0	0	0	0.6
rozmowny	m	1	1	-1	-1.0
religia	c	1	1	0	0.8
bezwarunkowo	m	0	1	1	1.5
ukryć	c	1	1	0	0.9
bezpłciowy	m	1	-1	-1	-1.0
nakładać	c	0	0	0	-4.1
gran	c	0	0	0	-1.0
cichy	m	1	1	-1	0.2
zdumiewający	m	1	1	0	-0.6
przenosić	c	0	0	0	-1.7
troskliwy	m	1	1	2	2.9
zamknięty	c	0	0	0	-2.2
symbol	c	0	0	0	4.3
propozycja	c	1	1	-1	0.0
przydatny	m	1	1	2	-1.7
ewangelia	c	0	0	0	-0.9
mocować	c	1	1	0	-0.0
użytkownik	c	1	1	0	4.0
grupa	c	0	-1	1	1.1
przycisk	c	0	0	2	-1.2
polak	c	0	-1	2	-1.0
dociekliwy	m	1	-1	-2	-1.0
słyszeć	c	1	1	0	3.7
należycie	c	1	1	0	-0.6
siostra	c	1	1	0	1.4
osada	c	1	1	0	-3.0
studio	c	1	1	2	0.4
masa	c	0	-1	0	-2.1
łomotać	c	0	0	0	-1.0
trzymać	c	1	-1	-1	5.2
rachunek	c	0	-1	0	-2.1
karkołomny	m	1	0	0	-1.0
dochód	c	0	0	0	-5.4
anonimowy	m	1	1	1	3.7
ostentacyjny	m	1	-1	-1	-2.0
adam	c	1	1	0	-1.0
miękki	m	0	1	0	1.5
pruderyjny	m	1	-1	-1	-1.0
duża	c	1	1	0	-1.0
poprawić	c	1	1	0	-2.4
azja	c	1	1	0	-1.0
dorobek	c	0	0	0	0.8
mołdawia	c	1	1	0	-1.0
zdjęć	c	1	1	0	-1.0
jajo	c	1	1	0	-5.2
matka	c	1	1	-1	2.7
niepowtarzalny	c	0	0	2	-1.6
poezja	c	0	0	1	5.9
piątka	c	0	0	0	-4.0
wpływ	c	0	0	0	-4.0
olbrzymieć	m	0	0	0	-1.0
mięciutki	m	1	1	-1	-1.0
łatwy	m	1	-1	-1	2.8
akord	c	1	1	0	-1.6
ośrodek	c	1	1	0	-1.6
zamiar	c	1	-1	0	-1.5
uniwersalnie	m	0	0	0	-1.0
następny	c	0	0	0	0.8
równowaga	c	0	1	0	-7.8
przenośnia	c	0	1	0	-2.0
nora	c	0	0	0	1.0
program	c	1	-1	-2	1.4
przeciwnik	c	1	-1	0	-0.9
łatwo	m	1	0	-1	2.5
kołowy	m	1	1	0	-1.0
bezcielesny	m	1	-1	-1	-1.0
aktywny	m	1	1	0	-2.6
te	m	1	1	1	-0.0
obławiać	c	1	1	2	-1.0
aktualizować	c	0	0	0	-1.0
mleczny	c	0	1	0	-3.6
kolorowo	m	0	1	0	-0.0
bezchmurny	m	0	1	0	-1.0
ferie	c	1	1	0	1.0
polecać	c	1	1	0	3.8
zamożny	c	1	1	1	1.0
zauważyć	m	1	-1	0	-0.2
komputerowy	c	0	0	0	-3.3
skomplikować	c	0	-1	-1	-2.0
encyklopedyczny	m	0	0	0	-1.0
poznawać	c	0	1	1	1.5
kolorowy	m	0	1	1	6.9
zmierzyć	c	0	0	0	-2.9
wymagalny	m	0	0	0	-1.0
fala	c	0	0	-2	-2.5
wirtualny	c	1	1	1	-3.0
statyczny	m	0	0	0	-1.0
ciągle	m	0	0	0	0.2
nabożeństwo	c	1	1	0	-2.0
gruba	m	1	-1	0	-0.0
wylewny	m	1	1	-1	-1.0
odświętny	m	1	1	1	-1.0
anegdota	c	1	1	0	2.1
sporo	c	1	1	0	0.6
subtelny	m	0	0	0	4.2
autentyczny	m	0	0	0	5.4
mecząc	c	1	1	0	-1.0
mile	c	0	1	1	1.0
nadzieja	c	1	1	0	6.0
nazwa	c	0	-1	0	5.0
ogromniasty	m	1	-1	-1	-1.0
komiksy	c	1	1	0	-1.0
fotografia	c	1	1	1	5.0
zasadzić	c	0	1	1	-1.0
długowieczny	m	1	1	1	-1.0
odjazd	c	1	0	0	0.5
świeżo	m	1	1	2	-1.6
anonim	c	1	1	1	-3.0
mączny	m	0	0	0	-1.0
chłonny	m	0	1	0	-3.6
stres	c	1	-1	-1	-7.8
widownia	c	1	1	0	1.9
systematycznie	c	0	-1	0	0.7
czechy	c	1	1	0	-1.0
owieczka	c	1	1	2	-1.0
poszkodowany	m	0	-1	-2	-2.2
świeży	m	0	1	0	-0.7
zabierać	c	1	1	0	2.1
starożytny	c	1	0	0	-0.0
zameldować	c	1	-1	1	-0.5
importować	c	0	0	0	-1.0
milimetr	c	0	0	0	-0.0
wypłynąć	c	0	0	0	-0.5
wywołać	c	1	-1	0	-3.4
śnieg	c	1	-1	-1	0.8
równia	c	0	1	0	-1.0
przewidywać	m	0	1	0	-5.5
wymyślny	m	1	1	-1	-1.0
patetyczny	m	0	0	0	-0.0
urządzenie	c	0	1	1	-1.8
powolny	m	0	0	-1	-6.2
chorągiewka	c	1	1	0	-1.0
odlegle	m	1	-1	-1	-1.0
ślad	c	0	1	-2	-1.2
jednodniowy	c	0	0	0	-1.0
marnotrawstwo	c	1	1	0	-2.0
przestronny	m	0	1	2	1.5
zupełność	c	1	1	0	-2.0
długo	m	1	1	0	2.8
strona	c	0	1	-1	5.2
zmienić	c	1	-1	-1	4.1
hazardzista	c	1	1	1	-1.0
dział	c	1	1	0	-3.6
samokrytyczny	m	1	1	2	-1.0
osobliwy	m	1	1	0	-2.6
wpływowy	m	1	1	2	-1.6
owy	m	1	1	0	-1.0
przeprowadzać	c	1	1	1	-6.6
umieszczać	c	0	0	0	0.3
wpływowa	c	1	1	0	-1.0
powalać	c	1	-1	-1	-1.0
stresować	c	0	-1	0	-6.4
stworzyć	c	0	1	1	5.9
błyskawicznie	c	1	-1	-2	-1.9
orientalny	m	0	-1	0	-0.0
szczurkowaty	m	1	1	0	-1.0
smakowity	m	1	-1	-2	-1.0
istny	c	1	-1	1	-0.6
tytuł	c	0	0	0	1.1
zawsze	m	1	-1	0	5.7
utrwalić	c	0	0	0	-3.0
mediator	c	0	0	0	-1.0
integracja	c	0	0	0	-4.6
wymysł	c	1	1	1	-1.0
siadać	c	0	1	0	-1.8
gęsty	m	0	0	1	-3.2
zadaniowy	m	0	0	0	-1.0
spojrzenie	c	1	-1	0	0.0
smak	c	1	1	2	6.6
adresować	c	1	1	-1	-1.0
służyć	c	0	-1	0	5.5
cień	c	0	1	0	0.2
biologiczny	c	0	1	0	-5.0
tolerancyjny	m	1	1	0	-1.0
tajemniczy	m	1	-1	-1	-0.1
świetnia	m	1	-1	-1	-0.8
drożny	m	1	1	2	-1.0
pozbawić	c	0	0	-2	-2.8
świetnie	c	1	-1	0	4.2
świeżość	c	1	1	1	-0.6
podgatunek	c	1	1	-1	-1.0
chrześcijaństwo	c	0	1	1	-0.8
pediatra	c	0	-1	0	-1.0
bezpośrednio	m	0	1	0	-3.9
mięso	c	1	1	0	-1.6
znawca	c	1	0	-1	-3.0
redukcja	c	0	0	0	-6.3
dydaktyczny	m	0	1	1	0.5
przesadzić	c	1	1	-1	-3.0
odwieczny	m	0	0	0	-0.0
pismo	c	0	1	0	1.7
barwny	m	1	1	1	1.0
określony	c	0	0	0	-0.2
słowo	c	1	-1	-1	8.1
wróżek	c	1	1	-1	-1.0
intymnie	m	0	0	0	-1.0
córka	c	0	-1	-1	3.5
zarezerwować	c	0	1	-1	-1.0
myśleć	c	1	-1	-1	5.4
sielankowy	m	1	1	-1	-1.0
zdrowy	m	1	1	2	6.4
wspaniale	m	0	0	0	5.2
otwarty	m	0	0	0	2.5
cenzurowany	c	1	-1	1	-1.0
damski	c	1	1	-1	-3.0
góralski	c	1	0	0	1.0
naiwny	m	1	-1	-1	1.3
nutka	c	0	0	0	-2.0
skazać	c	0	-1	-1	0.4
właściwość	c	0	1	1	0.1
pesymistyczny	m	0	0	0	-1.0
ponury	c	0	-1	-1	-5.6
egoistka	c	1	-1	0	0.5
fantastycznie	m	1	1	2	1.8
rozprężny	m	0	1	0	-1.0
czubek	c	1	1	0	-2.8
dojrzale	m	1	1	1	-0.7
wokalistka	c	1	1	1	-0.0
zabić	c	1	-1	0	-2.6
allegro	c	1	1	-1	-1.0
niesprawny	c	1	1	1	-2.0
dusza	c	0	1	-1	3.4
triada	c	0	0	0	-1.0
rozpocząć	c	1	0	1	-1.3
fotograficzny	c	1	1	1	1.9
przygnębiać	m	1	-1	-1	-2.0
szczególnie	c	0	-1	0	3.6
rekomendacja	c	0	0	0	-2.0
skrypt	c	0	0	0	-2.0
pełnia	c	0	-1	1	6.2
pompa	c	0	1	0	-3.6
naftowy	c	1	1	0	-2.5
hugo	c	1	1	0	-1.0
barszcz	c	1	1	-1	-1.0
plastikowy	m	1	1	1	0.2
rozkosznie	m	1	-1	2	-1.0
płochliwy	m	1	-1	-1	-2.0
jednoznaczny	m	1	1	0	-1.0
demokratyczny	m	1	1	1	-5.1
przykład	c	1	1	0	3.8
podziw	c	1	-1	0	8.0
trwały	m	1	1	1	-0.9
wróg	m	1	1	-1	-0.5
kaczyński	c	1	1	0	-1.0
reprezentować	c	0	1	0	0.1
bezpłatny	m	1	1	-2	0.5
świadek	c	0	1	0	-3.1
tamten	c	0	1	0	0.7
odnieść	c	0	1	1	-6.4
luksusowy	m	1	1	0	1.0
bezkarnie	m	1	1	1	-3.6
sierść	c	0	0	0	-0.5
powszechnie	c	0	1	0	1.0
ognisty	m	0	1	0	-3.0
sprzedawca	c	1	-1	0	2.3
niezwykły	c	1	-1	-1	5.7
transportować	c	0	0	0	-1.0
normalnie	m	1	1	0	-3.5
energiczny	m	1	1	1	-2.6
więzić	c	1	-1	0	-1.0
wyspany	m	1	-1	2	-2.0
człowiek	c	1	1	-2	4.1
uśmiechnięty	c	1	1	2	2.5
próba	c	1	1	1	1.6
prawdziwie	m	1	1	0	4.9
kontynent	c	0	1	0	-4.2
zaskakująco	m	0	0	2	-0.0
przedsiębiorca	c	1	1	0	-3.9
źrebak	c	0	0	0	-1.0
ustalić	c	0	0	1	-3.0
organizacja	c	0	0	0	-2.2
karnawałowy	c	1	1	-1	-1.0
fałszywy	c	0	0	0	-2.8
wyciąg	c	0	1	1	-4.0
wielokrotnie	c	1	1	0	-0.8
mściwy	m	1	-1	-2	-3.6
pracodawca	c	0	0	0	-4.4
umiarkowany	m	1	-1	0	-2.3
rozrywka	c	1	1	0	3.0
łapczywy	m	1	-1	-2	-1.0
obliczalny	m	0	0	-1	-1.0
szczekliwy	m	1	-1	-1	-1.0
utopić	c	1	1	0	-0.5
ozdoba	c	1	1	0	1.8
wieża	c	0	1	0	-1.9
nagroda	c	1	1	1	8.1
podręcznik	c	0	1	1	-2.2
kulturalny	m	1	1	0	5.4
trywialny	m	1	-1	-1	-2.4
pobierać	c	0	0	0	-3.7
rękaw	c	1	-1	1	-3.2
świadomy	m	1	1	0	-0.4
rewolucyjny	m	1	1	0	-2.6
filip	c	1	-1	-1	-1.0
prześliczny	c	1	1	0	2.5
przedstawiciel	c	1	-1	1	-0.4
html	c	1	1	0	-1.0
objaw	c	1	1	-1	-11.5
dziupla	c	0	1	0	-1.0
istota	c	0	1	0	2.2
lato	c	0	0	0	2.2
nietykalny	m	1	1	-1	-2.0
filia	c	1	1	1	-2.0
brzoza	c	0	1	0	-0.0
genetyczny	c	1	-1	0	-4.4
gorliwy	m	1	1	-1	-2.6
zwiększyć	c	1	1	0	-4.5
inspirować	m	0	1	1	1.9
publikacja	c	0	0	0	-4.5
konsekwentny	m	0	1	2	-0.2
poniżać	m	0	1	0	-3.3
siła	c	1	1	0	4.1
miastowy	m	1	-1	0	-0.0
nabity	m	1	-1	0	-1.0
przechować	c	1	-1	-1	-1.0
dyskusyjny	m	0	1	0	-1.0
uroczyście	m	1	1	-1	-0.5
zabawny	m	1	1	-2	0.6
jasnowidz	c	0	0	1	-1.0
kościół	c	0	1	0	4.2
rzetelny	c	0	1	0	-1.6
jednostka	c	0	0	0	-2.5
wiadomość	c	1	1	0	-0.2
zapłodnić	c	1	-1	0	-0.0
przyjazd	c	1	-1	0	1.3
pomarszczyć	c	0	-1	-1	-1.6
zapiec	m	1	-1	0	-2.0
łamać	c	0	1	0	-0.9
wliczyć	c	1	1	1	-1.0
powściągliwy	m	1	0	-1	-1.5
zaciszny	c	1	1	0	-2.0
spółka	c	0	0	1	-4.5
widoczny	m	0	1	0	2.2
idea	c	0	1	0	4.5
widzieć	c	1	1	0	4.7
dwulatek	c	1	1	0	-1.0
posażny	c	1	1	0	-1.0
odpowiedź	c	0	1	1	0.5
przekreślać	c	0	-1	0	-1.0
etat	c	0	1	0	-4.2
drobno	c	1	0	0	-2.0
instruktor	c	0	1	0	2.5
nawigacja	c	0	0	0	-1.0
podejść	c	1	1	0	1.8
szczęśliwie	m	1	1	-1	-0.3
środowisko	c	0	0	0	-1.1
tradycja	c	1	1	0	4.3
luty	c	0	1	1	1.4
zarząd	c	0	0	0	-1.3
drobny	m	1	1	-1	-0.9
jednostronny	m	0	-1	0	-3.0
stracony	c	0	-1	0	-5.2
pikantny	m	0	0	0	-1.0
wskazany	c	0	0	0	-1.4
szalenie	m	1	1	0	-5.0
konflikt	c	1	-1	0	-5.6
starość	c	1	1	1	-2.3
naciśnięcie	c	1	1	0	-1.0
skory	m	1	1	1	-1.0
napisać	c	0	-1	1	5.5
wytchnienie	c	1	1	1	-2.6
domena	c	0	0	0	-0.6
panierować	c	0	0	0	-1.0
fiat	c	1	-1	-1	3.0
badanie	c	0	0	0	-5.3
przepięknie	m	0	1	2	-0.0
nieostry	c	0	0	-1	-1.0
kusić	m	1	1	0	-3.0
nudziarz	c	1	-1	2	-1.0
włączyć	c	1	1	0	-1.9
chusta	c	0	0	1	-2.6
krzta	c	1	1	1	-1.0
chodzić	c	1	1	0	7.1
jednorodny	c	0	0	0	-1.0
oponiak	c	1	1	0	-1.0
karteczka	c	0	0	0	1.8
jakiś	m	0	1	0	5.4
alkoholiczka	c	1	1	0	-2.0
student	c	1	1	0	1.4
nieunikniony	m	0	0	0	-5.2
ubezpieczony	c	0	0	0	-2.0
sensowny	m	1	1	1	-0.0
grzebyk	c	0	1	-2	-2.6
synchronizacja	c	0	0	0	-1.0
malarstwo	c	1	0	0	0.7
warta	c	0	0	0	-0.6
tatar	c	0	0	1	-1.0
zorganizować	c	0	0	0	4.0
ulec	m	0	0	0	-5.0
dojść	c	1	1	-1	-1.6
pomagać	c	1	0	0	1.5
bilon	c	1	-1	1	-1.0
zbytnio	c	1	1	0	1.0
ogniwo	c	0	0	0	-3.6
temperatura	c	0	0	0	-5.7
przyjemność	c	1	-1	0	9.5
zapał	c	1	-1	-1	-1.2
odstąpić	c	0	-1	0	0.5
wygórować	c	1	1	2	-1.0
kanada	c	0	0	0	-5.4
globalny	m	1	-1	-2	-4.0
tata	c	1	1	2	2.1
norweg	c	1	1	0	-1.0
szczecina	c	0	0	0	-1.0
środkowy	c	0	-1	0	-3.0
kopiować	c	0	1	0	-0.0
skuteczny	m	0	0	0	-1.6
twarzowy	m	1	1	1	-2.6
szósty	c	0	0	0	0.3
nacisk	c	1	1	0	-0.8
dokładnie	m	0	1	0	1.7
świątecznie	m	0	0	0	-1.0
szlachcianka	c	1	1	0	-1.0
naprawa	c	0	0	0	-0.9
zainstalować	c	0	1	0	-3.0
ekskluzywny	m	0	0	0	0.5
niezły	c	1	-1	2	-2.5
para	c	0	1	0	-0.9
poufały	m	1	-1	-1	-1.0
norma	c	0	0	0	-1.7
doskonale	m	1	1	2	7.0
park	c	1	1	0	7.0
przełożyć	c	0	0	0	-2.6
prywatny	c	1	1	0	4.5
władczy	m	1	1	-1	-0.0
mama	c	1	-1	0	-0.4
niezbity	c	0	0	0	-1.0
markowski	c	0	1	2	-1.0
powołany	m	0	0	0	-0.7
filmik	c	0	0	-1	0.5
wniosek	c	0	1	0	1.6
ciężarka	c	1	1	0	-1.0
napój	c	1	1	0	-2.6
dzieciństwo	c	1	1	-1	-1.0
imponować	m	1	1	0	1.5
sezon	c	1	0	2	-5.8
dany	c	0	1	0	-1.7
pisarz	c	1	1	0	2.6
promienny	m	1	1	0	-1.0
kino	c	1	1	0	3.5
metoda	c	0	0	0	-2.3
obiecujący	m	1	1	1	-5.0
orkiestra	c	1	-1	0	2.7
obdarzyć	c	1	1	0	4.8
przemożnie	m	0	0	0	-1.0
kategoria	c	0	0	0	1.0
narzędziownia	c	0	1	0	-1.0
grek	c	1	1	0	-0.0
konsumenty	c	1	1	0	-1.0
cukierkowy	m	0	-1	-1	-2.3
